"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
6.109112044E0,-1.036609337E-1,-2.513534725E-1,-3.783093393E-1,4.658777881E-1
6.119112044E0,-1.788528860E-1,-2.319124490E-1,-3.741211295E-1,4.751193096E-1
6.129112044E0,-2.626139522E-1,-2.237138152E-1,-3.726785779E-1,5.078417878E-1
6.139112044E0,-3.489769399E-1,-2.230878174E-1,-3.727658689E-1,5.572319731E-1
6.149112044E0,-4.421109259E-1,-1.778957844E-1,-3.750334978E-1,6.064314515E-1
6.159112044E0,-5.386399627E-1,-1.781874895E-1,-3.797178268E-1,6.826927705E-1
6.169112044E0,-6.372354627E-1,-1.784674823E-1,-3.861555755E-1,7.661826190E-1
6.179112044E0,-7.384573221E-1,-1.787570566E-1,-3.948343694E-1,8.562519963E-1
6.189112044E0,-8.380823135E-1,-1.790434420E-1,-4.050493836E-1,9.478942565E-1
6.199112044E0,-9.370099306E-1,-1.793298274E-1,-4.172967672E-1,1.041289292E0
6.209112044E0,-1.027615428E0,-1.796257943E-1,-4.301839769E-1,1.128413554E0
6.219112044E0,-1.112750888E0,-1.799143106E-1,-4.448075891E-1,1.211791025E0
6.229112044E0,-1.184644699E0,-2.408765405E-1,-4.599486291E-1,1.293428511E0
6.239112044E0,-1.243852377E0,-2.572887242E-1,-4.762884080E-1,1.356545934E0
6.249112044E0,-1.287763715E0,-2.748773098E-1,-4.937258065E-1,1.406292321E0
6.259112044E0,-1.312672615E0,-2.912617922E-1,-5.115123987E-1,1.438606187E0
6.269112044E0,-1.318475842E0,-3.064422011E-1,-5.290498734E-1,1.453333801E0
6.279112044E0,-1.305717468E0,-3.171778321E-1,-5.476455688E-1,1.451005015E0
6.289112044E0,-1.276542664E0,-3.226957321E-1,-5.660113096E-1,1.433200094E0
6.299112044E0,-1.230310440E0,-3.235602081E-1,-5.850680470E-1,1.400235554E0
6.309112044E0,-1.173135042E0,-3.197275996E-1,-6.043961644E-1,1.357853559E0
6.319112044E0,-1.101829052E0,-3.107432723E-1,-6.238585114E-1,1.303759212E0
6.329112044E0,-1.022416949E0,-2.906794548E-1,-6.435454488E-1,1.242570605E0
6.339112044E0,-9.354491830E-1,-2.673600316E-1,-6.634666324E-1,1.177596931E0
6.349112044E0,-8.491064310E-1,-2.458419353E-1,-6.848079562E-1,1.118204778E0
6.359112044E0,-7.618225217E-1,-2.213791013E-1,-7.060939670E-1,1.062050352E0
6.369112044E0,-6.794891357E-1,-1.962455660E-1,-7.285372019E-1,1.015373952E0
6.379112044E0,-6.036211252E-1,-1.712291390E-1,-7.516735196E-1,9.791276530E-1
6.389112044E0,-5.343143940E-1,-1.451001763E-1,-7.753314972E-1,9.527249673E-1
6.399112044E0,-4.755495489E-1,-1.213187128E-1,-7.986402512E-1,9.373856486E-1
6.409112044E0,-4.235908091E-1,-9.746804088E-2,-8.225165009E-1,9.303024169E-1
6.419112044E0,-3.819439411E-1,-7.560182363E-2,-8.457273245E-1,9.310486117E-1
6.429112044E0,-3.437464535E-1,-5.803453550E-2,-8.683834672E-1,9.357454129E-1
6.439112044E0,-3.135070205E-1,-4.245809093E-2,-8.897866011E-1,9.443566788E-1
6.449112044E0,-2.823967040E-1,-3.174482286E-2,-9.096300602E-1,9.529860852E-1
6.459112044E0,-2.543759346E-1,-2.655906230E-2,-9.280841351E-1,9.626799373E-1
6.469112044E0,-2.255949974E-1,-2.717760578E-2,-9.446826577E-1,9.716259820E-1
6.479112044E0,-2.014355808E-1,-2.124235220E-2,-9.582490921E-1,9.794227143E-1
6.489112044E0,-1.782556325E-1,-8.091107942E-3,-9.681915641E-1,9.844975578E-1
6.499112044E0,-1.572528183E-1,8.447755128E-3,-9.759334922E-1,9.885575323E-1
6.509112044E0,-1.349032521E-1,2.220796235E-2,-9.807008505E-1,9.901849520E-1
6.519112044E0,-1.104265898E-1,3.787490353E-2,-9.832442403E-1,9.901503806E-1
6.529112044E0,-8.543252200E-2,5.521968380E-2,-9.828375578E-1,9.880878475E-1
6.539112044E0,-5.741599202E-2,7.382603735E-2,-9.810713530E-1,9.855190914E-1
6.549112044E0,-2.960919775E-2,9.272409976E-2,-9.769076109E-1,9.817448464E-1
6.559112044E0,4.471401917E-4,1.118223071E-1,-9.715067744E-1,9.779211835E-1
6.569112044E0,2.820283547E-2,1.319563836E-1,-9.648220539E-1,9.742122370E-1
6.579112044E0,5.691668764E-2,1.522256881E-1,-9.569779634E-1,9.706796547E-1
6.589112044E0,8.127517998E-2,1.875635982E-1,-9.483204484E-1,9.701017633E-1
6.599112044E0,1.023248360E-1,2.239320576E-1,-9.388485551E-1,9.705939150E-1
6.609112044E0,1.180077493E-1,2.609063089E-1,-9.285504818E-1,9.717015633E-1
6.619112044E0,1.328772902E-1,2.919527292E-1,-9.188741446E-1,9.732535455E-1
6.629112044E0,1.466502696E-1,3.178474605E-1,-9.096226096E-1,9.746520413E-1
6.639112044E0,1.577095389E-1,3.397243321E-1,-9.002869725E-1,9.750905360E-1
6.649112044E0,1.650937349E-1,3.554934859E-1,-8.915495872E-1,9.739056558E-1
6.659112044E0,1.679416001E-1,3.687384129E-1,-8.819339871E-1,9.705565186E-1
6.669112044E0,1.678404510E-1,3.794857562E-1,-8.733850718E-1,9.669443312E-1
6.679112044E0,1.627590209E-1,3.880240023E-1,-8.645051122E-1,9.614687796E-1
6.689112044E0,1.526387483E-1,3.952634037E-1,-8.568270802E-1,9.558683964E-1
6.699112044E0,1.371027678E-1,4.023526907E-1,-8.488924503E-1,9.493699220E-1
6.709112044E0,1.171592474E-1,4.100956917E-1,-8.413879275E-1,9.433124669E-1
6.719112044E0,9.279010445E-2,4.166473448E-1,-8.347415328E-1,9.375491667E-1
6.729112044E0,6.590207666E-2,4.220641255E-1,-8.290064335E-1,9.325947011E-1
6.739112044E0,3.869572282E-2,4.277747571E-1,-8.236769438E-1,9.289414995E-1
6.749112044E0,1.258486696E-2,4.340581298E-1,-8.192363977E-1,9.272071582E-1
6.759112044E0,-1.098793745E-2,4.422823191E-1,-8.158700466E-1,9.281046910E-1
6.769112044E0,-3.224519640E-2,4.527517855E-1,-8.127847910E-1,9.309366511E-1
6.779112044E0,-5.034904927E-2,4.663533568E-1,-8.103777170E-1,9.363399620E-1
6.789112044E0,-6.546770781E-2,4.843741953E-1,-8.082388639E-1,9.445392756E-1
6.799112044E0,-7.693472505E-2,5.052194595E-1,-8.069677353E-1,9.551767271E-1
6.809112044E0,-8.636938781E-2,5.281630754E-1,-8.053410053E-1,9.669488302E-1
6.819112044E0,-9.314994514E-2,5.536979437E-1,-8.043732643E-1,9.809559998E-1
6.829112044E0,-9.642791003E-2,5.802580714E-1,-8.029200435E-1,9.953282712E-1
6.839112044E0,-9.241429716E-2,6.002303362E-1,-8.026155829E-1,1.006483300E0
6.849112044E0,-8.154452592E-2,6.139628887E-1,-8.025878668E-1,1.013778685E0
6.859112044E0,-6.361101568E-2,6.260484457E-1,-8.022748828E-1,1.019621501E0
6.869112044E0,-4.060032964E-2,6.357684135E-1,-8.017542958E-1,1.024040924E0
6.879112044E0,-1.427015942E-2,6.438893080E-1,-8.001456261E-1,1.027146582E0
6.889112044E0,1.365693845E-2,6.486577392E-1,-7.983890176E-1,1.028770333E0
6.899112044E0,4.289032519E-2,6.514427662E-1,-7.948832512E-1,1.028618802E0
6.909112044E0,7.235260308E-2,6.507284045E-1,-7.910633683E-1,1.026870785E0
6.919112044E0,1.015434042E-1,6.490857005E-1,-7.858861089E-1,1.024324307E0
6.929112044E0,1.304190755E-1,6.428289413E-1,-7.801765800E-1,1.019271151E0
6.939112044E0,1.560465991E-1,6.344184875E-1,-7.730138302E-1,1.012120418E0
6.949112044E0,1.790295988E-1,6.209605932E-1,-7.659234405E-1,1.002138899E0
6.959112044E0,1.978361160E-1,6.045228839E-1,-7.574597001E-1,9.891067906E-1
6.969112044E0,2.115792781E-1,5.847720504E-1,-7.489278913E-1,9.734562795E-1
6.979112044E0,2.165893763E-1,5.675827265E-1,-7.384743690E-1,9.562455245E-1
6.989112044E0,2.133561373E-1,5.513355732E-1,-7.272724509E-1,9.372390162E-1
6.999112044E0,2.026503235E-1,5.323874354E-1,-7.153114676E-1,9.144255195E-1
7.009112044E0,1.855844706E-1,5.109918118E-1,-7.026605606E-1,8.884177457E-1
7.019112044E0,1.644719988E-1,4.859263897E-1,-6.901065707E-1,8.598968389E-1
7.029112044E0,1.401230842E-1,4.576692581E-1,-6.762569547E-1,8.285041323E-1
7.039112044E0,1.148745716E-1,4.263322055E-1,-6.619484425E-1,7.956953293E-1
7.049112044E0,8.955259621E-2,3.919236958E-1,-6.460078955E-1,7.608876736E-1
7.059112044E0,6.677612662E-2,3.539487123E-1,-6.298246384E-1,7.255465644E-1
7.069112044E0,4.613102600E-2,3.141255677E-1,-6.125458479E-1,6.899386636E-1
7.079112044E0,3.071107902E-2,2.746835351E-1,-5.941715837E-1,6.553122047E-1
7.089112044E0,1.914718188E-2,2.380744666E-1,-5.737096071E-1,6.214408898E-1
7.099112044E0,1.226973999E-2,2.035084069E-1,-5.520190597E-1,5.884651735E-1
7.109112044E0,9.052459151E-3,1.711205542E-1,-5.284377337E-1,5.555273436E-1
7.119112044E0,9.891379625E-3,1.419691443E-1,-5.038705468E-1,5.235824723E-1
7.129112044E0,1.411153097E-2,1.153568476E-1,-4.780301154E-1,4.919543971E-1
7.139112044E0,1.950276457E-2,9.294128418E-2,-4.512262046E-1,4.611111882E-1
7.149112044E0,2.672407776E-2,7.385797799E-2,-4.231532514E-1,4.303810537E-1
